spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms
20477519,477519 (2010 DJ56),477519,,,Y,Y,0,19.21,,,,,,,0.321,,0.327,,,,,,,,,0.05,66,2460200.5,60200,2023-09-13.0,J2000,0.2453,1.25,0.943,34.84,149.92,309.27,309.55,1.56,0.7053,2460272.04,2023-11-23.5,510,1.4,0.026,10.1,3.61,4.94,1.50E-07,1.10E-08,1.90E-07,9.80E-06,9.00E-06,3.60E-05,7.00E-05,1.30E-08,9.00E-09,9.90E-05,6.50E-06,APO,Otto Matic,6379,07-03-2003,23-08-2020,185,,,0,0.56059
20478574,478574 (2012 TS78),478574,,,Y,Y,0,18.61,,,,,,,,,,,,,,,,,,,46,2460200.5,60200,2023-09-13.0,J2000,0.3817,1.608,0.994,32.67,8.28,196.79,290.35,2.22,0.4833,2460344.61,2024-02-04.1,745,2.04,0.00615,2.39,2.76,4.1,7.20E-07,3.80E-08,1.10E-06,3.30E-05,8.60E-06,1.10E-04,2.20E-04,5.30E-08,1.70E-08,4.60E-04,2.60E-05,APO,Otto Matic,3645,08-10-2012,01-10-2022,180,,,1,0.61548
20480808,480808 (1994 XL1),480808,,,Y,Y,0,20.65,,,,,,,,,,,,,,,,,,,47,2460200.5,60200,2023-09-13.0,J2000,0.5262,0.6709,0.318,28.17,252.65,356.57,321.99,1.02,1.794,2460221.69,2023-10-04.1,201,0.55,0.0352,13.7,4.01,8.29,5.00E-08,2.00E-09,3.30E-08,1.90E-05,3.70E-06,1.60E-05,4.00E-05,3.00E-09,7.90E-09,2.30E-05,8.90E-07,ATE,Otto Matic,10242,09-12-1994,24-12-2022,281,,,0,0.41896
20480820,480820 (1998 VF32),480820,,,Y,Y,0,20.97,,,,,,,,,,,,,,,,,,,41,2460200.5,60200,2023-09-13.0,J2000,0.4439,0.8508,0.473,23.75,236.26,320.96,121.82,1.23,1.256,2460103.5,2023-06-08.0,287,0.785,0.0362,14.1,3.78,6.78,1.60E-07,2.60E-09,1.40E-07,1.60E-05,4.90E-06,8.00E-06,2.40E-05,3.80E-09,5.80E-09,1.90E-05,1.30E-06,ATE,Otto Matic,8041,14-11-1998,19-11-2020,156,,,0,0.43789
20480822,480822 (1998 YM4),480822,,,Y,Y,0,19.66,,,,,,,,,,,,,,,,,,,33,2460200.5,60200,2023-09-13.0,J2000,0.7195,1.477,0.414,3.43,341.76,344.56,316.31,2.54,0.5492,2460280.06,2023-12-01.5,656,1.79,0.0466,18.1,2.82,4.26,7.30E-08,7.10E-09,1.10E-07,7.60E-06,1.90E-04,2.00E-04,5.40E-05,1.20E-08,4.00E-09,1.00E-04,4.80E-06,APO,Otto Matic,7063,19-12-1998,21-04-2018,226,,,0,0.52947
20480858,480858 (2001 PT9),480858,,,Y,Y,0,20.96,,,,,,,,,,,,,,,,,,,49,2460200.5,60200,2023-09-13.0,J2000,0.455,1.468,0.8,7.18,329.99,261.6,190.35,2.14,0.554,2460506.71,2024-07-15.2,650,1.78,0.0284,11,2.89,4.48,2.00E-08,2.30E-09,2.90E-08,1.10E-05,1.60E-05,2.10E-05,7.80E-06,3.30E-09,1.30E-09,1.50E-05,1.50E-06,APO,Otto Matic,5877,11-08-2001,13-09-2017,315,,,0,0.42573
20480883,480883 (2001 YE4),480883,,,Y,Y,0,20.92,,,,,,,,,,,,,,,,,,,70,2460200.5,60200,2023-09-13.0,J2000,0.5404,0.6769,0.311,4.85,305.33,318.97,217.29,1.04,1.77,2460281.13,2023-12-02.6,203,0.557,0.0314,12.2,4.03,8.29,2.40E-08,5.80E-10,1.60E-08,4.30E-06,3.70E-05,3.40E-05,8.80E-06,9.00E-10,2.30E-09,5.00E-06,2.60E-07,ATE,Otto Matic,7336,21-12-2001,21-01-2022,436,6,1,0,0.3687
20480936,480936 (2003 QH5),480936,,,Y,Y,0,20.26,,,,,,,0.537,,0.056,6.74,,,,,,,,0.09,70,2460200.5,60200,2023-09-13.0,J2000,0.2201,1.26,0.982,17.62,299.22,321.16,108.94,1.54,0.6971,2460044.23,2023-04-09.7,516,1.41,0.00652,2.54,3.58,5.04,3.80E-08,1.00E-09,4.80E-08,1.40E-05,1.30E-05,1.90E-05,9.60E-06,1.30E-09,8.70E-10,1.40E-05,6.40E-07,APO,Otto Matic,6199,21-08-2003,10-08-2020,261,1,0,0,0.40402
20481327,481327 (2006 BB27),481327,,,Y,Y,0,19.98,,,,,,,0.216,,0.378,,,,,,,,,0.05,50,2460200.5,60200,2023-09-13.0,J2000,0.2456,1.362,1.028,27.16,132.18,144.65,278.86,1.7,0.62,2460331.37,2024-01-21.8,581,1.59,0.0498,19.4,3.55,4.7,5.10E-08,4.30E-09,6.80E-08,1.50E-05,1.20E-05,2.00E-05,1.10E-05,5.40E-09,2.90E-09,1.80E-05,2.70E-06,AMO,Otto Matic,6081,07-01-2006,01-09-2022,137,,,0,0.66914
20481394,481394 (2006 SF6),481394,,,Y,Y,0,19.97,,,,,,,,,,11.4876,,,,,,,,,139,2460200.5,60200,2023-09-13.0,J2000,0.2806,0.9501,0.684,5.84,227.96,305.58,316.22,1.22,1.064,2460241.64,2023-10-24.1,338,0.926,0.0189,7.37,3.75,6.29,3.80E-08,1.20E-09,3.60E-08,3.00E-06,8.20E-06,8.20E-06,6.20E-06,1.60E-09,2.00E-09,5.90E-06,6.50E-07,ATE,Otto Matic,5146,17-09-2006,19-10-2020,1103,2,0,0,0.30681
20481457,481457 (2006 XD2),481457,,,Y,Y,0,21.12,,,,,,,,,,3.7,,,,,,,,,50,2460200.5,60200,2023-09-13.0,J2000,0.4251,1.267,0.728,3.56,65.59,109.54,220.44,1.81,0.6912,2460402.4,2024-04-01.9,521,1.43,0.0179,6.98,3.16,5,2.10E-08,7.00E-10,2.60E-08,1.00E-05,5.90E-05,5.80E-05,2.50E-06,1.00E-09,5.70E-10,3.80E-06,4.30E-07,APO,Otto Matic,3689,17-11-2006,23-12-2016,430,3,0,0,0.31271
20481482,481482 (2007 CA19),481482,,,Y,Y,0,17.58,,,,,,,,,,,,,,,,,,,102,2460200.5,60200,2023-09-13.0,J2000,0.8211,2.808,0.502,9.6,170,102.52,172.3,5.11,0.2094,2459377.72,2021-06-12.2,1.72E+03,4.71,0.0194,7.55,0.818,2.68,2.40E-08,1.30E-08,6.60E-08,6.60E-06,2.40E-05,2.40E-05,6.20E-06,2.40E-08,1.50E-09,2.50E-05,1.20E-05,APO,Otto Matic,5409,10-02-2007,02-12-2021,618,,,0,0.47642
20481532,481532 (2007 LE),481532,,,Y,Y,1,19.62,,,,,,,,,,2.603,,,,,,,,,70,2460200.5,60200,2023-09-13.0,J2000,0.516,1.839,0.89,29.54,73.65,120.22,206.15,2.79,0.3952,2460589.8,2024-10-06.3,911,2.49,0.0457,17.8,2.58,3.72,2.60E-08,8.60E-10,4.70E-08,8.50E-06,2.40E-06,8.00E-06,1.80E-06,1.30E-09,2.80E-10,4.80E-06,6.40E-07,APO,Otto Matic,7499,20-12-2001,02-07-2022,479,5,1,0,0.36974
20481817,481817 (2008 UL90),481817,,,Y,Y,0,18.6,,,,,,,,,,,,,,,,,,,63,2460200.5,60200,2023-09-13.0,J2000,0.3798,0.695,0.431,24.31,81.13,183.65,42,0.96,1.701,2460175.81,2023-08-19.3,212,0.579,0.0274,10.7,4.1,8.1,3.90E-08,4.90E-09,2.80E-08,3.80E-06,3.60E-06,3.20E-05,6.90E-05,6.70E-09,1.80E-08,4.00E-05,2.20E-06,IEO,Otto Matic,5123,26-10-2008,05-11-2022,299,4,3,0,0.42496
20482250,482250 (2011 LL2),482250,,,Y,Y,0,20.17,,,,,,,,,,0.103154,,,,,,,,,58,2460200.5,60200,2023-09-13.0,J2000,0.0964,1.134,1.025,24.68,68.24,163.57,72.38,1.24,0.8161,2460111.81,2023-06-16.3,441,1.21,0.0139,5.41,3.76,5.43,4.60E-08,3.60E-09,5.10E-08,9.90E-06,6.70E-06,4.60E-05,5.50E-05,3.90E-09,3.80E-09,6.70E-05,2.10E-06,AMO,Otto Matic,4236,05-06-2011,09-01-2023,309,,,0,0.37959
20482344,482344 (2011 WL15),482344,,,Y,Y,0,19.66,,,,,,,,,,,,,,,,,,,45,2460200.5,60200,2023-09-13.0,J2000,0.282,1.352,0.971,18.39,72.91,170.67,343.87,1.73,0.627,2460226.23,2023-10-08.7,574,1.57,0.0415,16.1,3.29,4.78,8.20E-08,6.00E-09,1.10E-07,8.90E-06,1.90E-05,2.60E-05,2.80E-05,7.70E-09,4.20E-09,4.50E-05,3.90E-06,APO,Otto Matic,8096,01-10-2000,01-12-2022,143,,,0,0.53103
20482467,482467 (2012 LK9),482467,,,Y,Y,0,17.93,,,,,,,,,,,,,,,,,,,38,2460200.5,60200,2023-09-13.0,J2000,0.6198,2.512,0.955,10.14,61.84,314.57,251.17,4.07,0.2475,2460640.26,2024-11-25.7,1.45E+03,3.98,0.0471,18.3,1.47,3.15,1.60E-07,4.50E-08,4.20E-07,4.20E-05,8.80E-05,9.40E-05,2.40E-05,7.30E-08,6.70E-09,1.10E-04,3.90E-05,APO,Otto Matic,3136,12-06-2012,12-01-2021,122,,,0,0.51424
20482488,482488 (2012 SW20),482488,,,Y,Y,0,19.77,,,,,,,,,,,,,,,,,,,34,2460200.5,60200,2023-09-13.0,J2000,0.6786,2.46,0.791,10.16,209.59,62.35,321.87,4.13,0.2554,2460349.81,2024-02-09.3,1.41E+03,3.86,0.00127,0.495,1.21,3.11,6.30E-08,4.10E-08,1.70E-07,2.10E-05,6.00E-05,5.90E-05,2.20E-05,6.90E-08,6.40E-09,9.10E-05,3.50E-05,APO,Otto Matic,1500,18-09-2012,27-10-2016,293,,,0,0.37452
20482650,482650 (2013 BK18),482650,,,Y,Y,0,19.68,,,,,,,,,,4.69,,,,,,,,,60,2460200.5,60200,2023-09-13.0,J2000,0.495,1.626,0.821,28.88,137.7,64.67,27.71,2.43,0.4752,2460142.19,2023-07-16.6,758,2.07,0.0202,7.87,2.87,4.05,2.10E-08,7.00E-09,3.30E-08,1.00E-05,1.50E-06,5.60E-06,9.60E-06,1.00E-08,3.10E-09,2.00E-05,4.90E-06,APO,Otto Matic,2382,16-01-2013,26-07-2019,202,3,0,0,0.52136
20482766,482766 (2013 GF69),482766,,,Y,Y,0,19.45,,,,,,,,,,,,,,,,,,,37,2460200.5,60200,2023-09-13.0,J2000,0.4978,1.966,0.988,10.01,174.89,153.19,214.1,2.95,0.3574,2460608.72,2024-10-25.2,1.01E+03,2.76,0.014,5.44,2.46,3.7,7.00E-08,4.60E-08,1.20E-07,7.70E-06,6.10E-05,6.20E-05,3.40E-05,6.90E-08,1.30E-08,1.10E-04,3.60E-05,APO,Otto Matic,1362,10-04-2013,01-01-2017,86,,,0,0.55606
20482796,482796 (2013 QJ10),482796,,,Y,Y,0,19.6,,,,,,,,,,14.5,,,,,,,,,83,2460200.5,60200,2023-09-13.0,J2000,0.4251,0.9591,0.551,18.15,327.44,243.85,332,1.37,1.049,2460227.18,2023-10-09.6,343,0.939,0.0248,9.65,3.67,6.16,1.10E-07,4.80E-09,1.00E-07,1.10E-05,2.00E-05,1.60E-05,3.40E-05,6.90E-09,7.90E-09,3.20E-05,2.60E-06,ATE,Otto Matic,5522,07-11-2002,20-12-2017,553,,,0,0.40211
20482798,482798 (2013 QK48),482798,,,Y,Y,0,18.37,,,,,,,,,,,,,,,,,,,JPL 42,2460200.5,60200,2023-09-13.0,J2000,0.83,1.585,0.269,18.98,141.46,47.14,72.25,2.9,0.4937,2460054.17,2023-04-19.6,729,2,0.026,10.1,2.21,3.86,7.50E-08,2.40E-08,1.20E-07,1.40E-05,2.60E-05,2.40E-05,4.90E-05,4.40E-08,1.10E-08,9.70E-05,1.70E-05,APO,Otto Matic,8005,24-08-2001,25-07-2023,120,,,0,0.62766
20483422,483422 (2000 CE59),483422,,,Y,Y,0,20.53,,,,,,,,,,3.623,,,,,L,,,,103,2460200.5,60200,2023-09-13.0,J2000,0.1667,1.138,0.948,12.26,318.63,307.49,51.33,1.33,0.8124,2460137.31,2023-07-11.8,443,1.21,0.00808,3.14,3.76,5.47,2.90E-08,4.50E-09,3.10E-08,5.90E-06,7.10E-06,1.90E-05,2.30E-05,5.30E-09,4.80E-09,2.80E-05,2.60E-06,APO,Otto Matic,8395,04-02-2000,29-01-2023,395,3,2,0,0.3932
20483423,483423 (2000 DO1),483423,,,Y,Y,0,20.53,,,,,,,,,,,,,,,V,,,,50,2460200.5,60200,2023-09-13.0,J2000,0.6818,1.43,0.455,3.46,335.81,302.78,239.86,2.4,0.5765,2460408.88,2024-04-08.3,624,1.71,0.0135,5.24,2.76,4.41,8.50E-08,3.20E-08,1.10E-07,7.20E-06,3.50E-05,3.90E-05,5.50E-05,5.40E-08,1.90E-08,1.00E-04,2.10E-05,APO,Otto Matic,8337,16-02-2000,14-12-2022,281,,,0,0.41466
20483432,483432 (2001 DF47),483432,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,,,29,2460200.5,60200,2023-09-13.0,J2000,0.3708,1.215,0.765,18.47,146.63,260.26,359.54,1.67,0.7358,2460201.13,2023-09-13.6,489,1.34,0.0178,6.94,3.84,5.13,5.70E-07,1.30E-08,7.00E-07,2.20E-05,3.20E-05,4.50E-05,1.30E-04,1.80E-08,1.20E-08,1.80E-04,7.90E-06,APO,Otto Matic,7004,17-02-2001,22-04-2020,103,,,0,0.50815
20483508,483508 (2003 CR1),483508,,,Y,Y,0,20.15,,,,,,,0.202,,0.433,26.39,,,,,,,,0.03,45,2460200.5,60200,2023-09-13.0,J2000,0.463,1.453,0.78,12.72,310.95,101.97,314.64,2.13,0.5627,2460281.11,2023-12-02.6,640,1.75,0.0263,10.2,3.34,4.5,1.90E-07,4.30E-09,2.80E-07,1.90E-05,1.80E-05,4.60E-05,1.20E-05,6.40E-09,2.50E-09,2.10E-05,2.90E-06,APO,Otto Matic,5143,02-02-2003,03-03-2017,180,,,0,0.52354
20483560,483560 (2004 BV1),483560,,,Y,Y,0,19.26,,,,,,,,,,5.8124,,,,,,,,,79,2460200.5,60200,2023-09-13.0,J2000,0.3674,1.463,0.925,12.16,96.74,223.29,154.03,2,0.5571,2459924,2022-12-10.5,646,1.77,0.0134,5.22,3.33,4.52,4.00E-08,5.60E-09,6.00E-08,5.80E-06,2.30E-05,2.50E-05,1.20E-05,7.70E-09,3.20E-09,2.10E-05,3.70E-06,APO,Otto Matic,6615,16-01-2004,25-02-2022,311,,,0,0.65096
20483989,483989 (2006 CY10),483989,,,Y,Y,0,20.4,,,,,,,,,,,,,,,,,,,29,2460200.5,60200,2023-09-13.0,J2000,0.4853,1.959,1.008,6.78,32.51,167.36,131.29,2.91,0.3595,2459835.25,2022-09-12.7,1.00E+03,2.74,0.00889,3.46,2.04,3.72,9.70E-08,5.10E-09,1.90E-07,8.30E-06,9.10E-05,9.50E-05,1.10E-05,7.50E-09,1.40E-09,3.00E-05,3.90E-06,APO,Otto Matic,4035,09-02-2006,26-02-2017,83,,,0,0.5266
20484402,484402 (2007 XH16),484402,,,Y,Y,0,19.68,,,,,,,0.452,,0.125,3.6342,,,,,,,,0.16,81,2460200.5,60200,2023-09-13.0,J2000,0.2348,1.187,0.908,27.43,91.27,58.34,18.13,1.47,0.7621,2460176.71,2023-08-20.2,472,1.29,0.0129,5.04,3.7,5.21,3.40E-08,2.20E-09,3.90E-08,1.00E-05,2.50E-06,1.00E-05,1.70E-05,2.80E-09,2.20E-09,2.20E-05,1.30E-06,APO,Otto Matic,4929,08-12-2007,06-06-2021,459,1,1,0,0.4386
20484506,484506 (2008 ER7),484506,,,Y,Y,0,20.16,,,,,,,,,,,,,,,,,,,50,2460200.5,60200,2023-09-13.0,J2000,0.6241,1.487,0.559,2.24,323.42,81.02,260.39,2.41,0.5438,2460383.66,2024-03-14.1,662,1.81,0.000991,0.386,3.01,4.33,9.20E-08,1.10E-08,1.30E-07,9.90E-06,1.30E-04,1.30E-04,2.00E-05,1.80E-08,5.90E-09,3.90E-05,7.20E-06,APO,Otto Matic,4048,06-03-2008,06-04-2019,219,,,0,0.47275
20484517,484517 (2008 EC69),484517,,,Y,Y,0,17.18,,,,,,,,,,,,,,,,,,,97,2460200.5,60200,2023-09-13.0,J2000,0.6178,2.755,1.053,24.78,93.23,178.18,121.64,4.46,0.2155,2459636.04,2022-02-25.5,1.67E+03,4.57,0.0362,14.1,0.682,2.93,3.30E-08,1.70E-08,9.30E-08,7.80E-06,2.70E-05,3.00E-05,1.30E-05,2.80E-08,2.00E-09,5.60E-05,1.60E-05,AMO,Otto Matic,10430,04-05-1994,23-11-2022,456,,,0,0.46375
20484976,484976 (2009 UN3),484976,,,Y,Y,0,18.52,,,,,,,,,,4.123,,,,,,,,,79,2460200.5,60200,2023-09-13.0,J2000,0.5756,2.327,0.988,37.43,141.97,338.74,303.91,3.67,0.2776,2460402.55,2024-04-02.0,1.30E+03,3.55,0.0241,9.38,1.58,3.1,2.00E-08,1.10E-08,4.70E-08,1.30E-05,1.30E-06,1.60E-05,1.10E-05,1.80E-08,2.00E-09,4.20E-05,9.30E-06,APO,Otto Matic,5159,07-03-2003,21-04-2017,360,4,3,0,0.33345
20485652,485652 (2011 WO41),485652,,,Y,Y,0,16.6,,,,,,,,,,4.609,,,,,,,,,113,2460200.5,60200,2023-09-13.0,J2000,0.7314,3.019,0.811,20.05,111.9,125.52,75.74,5.23,0.1879,2459797.38,2022-08-05.8,1.92E+03,5.25,0.0197,7.69,1.06,2.7,2.10E-08,3.30E-08,6.40E-08,1.30E-05,2.90E-05,2.90E-05,8.90E-06,5.60E-08,3.00E-09,4.20E-05,3.10E-05,APO,Otto Matic,3879,23-11-2011,07-07-2022,700,,,0,0.35005
20487577,487577 (2014 YQ15),487577,,,Y,Y,0,21.08,,,,,,,,,,,,,,,,,,,51,2460200.5,60200,2023-09-13.0,J2000,0.2358,0.9638,0.737,10.92,81.83,252.35,174.27,1.19,1.042,2460033.2,2023-03-29.7,346,0.946,0.0031,1.21,4.1,6.22,3.00E-07,4.70E-08,3.30E-07,1.10E-05,1.30E-05,2.20E-05,2.30E-04,5.80E-08,7.60E-08,2.10E-04,2.50E-05,ATE,Otto Matic,861,07-12-2014,16-04-2017,173,,,1,0.45068
20488453,488453 (1994 XD),488453,,,Y,Y,1,19.25,,,,,,,,,,2.7365,,,,,,,,,106,2460200.5,60200,2023-09-13.0,J2000,0.7339,2.344,0.624,4.33,96.02,249.55,12.85,4.06,0.2746,2460153.71,2023-07-28.2,1.31E+03,3.59,0.0202,7.86,1.38,3.13,5.10E-09,3.50E-09,1.20E-08,8.90E-06,4.80E-05,4.70E-05,3.60E-07,6.10E-09,6.20E-10,1.30E-06,3.00E-06,APO,Otto Matic,10420,02-12-1994,13-06-2023,632,6,2,0,0.34261
20488490,488490 (2000 AF205),488490,,,Y,Y,0,21.9,,,,,,,,,,,,,,,,,,,59,2460200.5,60200,2023-09-13.0,J2000,0.277,1.035,0.748,2.41,219.9,127.52,277.94,1.32,0.9363,2460288.14,2023-12-09.6,384,1.05,0.0182,7.07,4.07,5.88,2.20E-08,1.60E-09,2.30E-08,1.90E-06,6.00E-05,6.00E-05,1.00E-05,2.00E-09,2.10E-09,1.10E-05,8.80E-07,APO,Otto Matic,7707,08-01-2000,13-02-2021,245,,,0,0.57739
20488515,488515 (2001 FE90),488515,,,Y,Y,0,20.71,,,,,,,,,,0.4777,,,,,,,,,58,2460200.5,60200,2023-09-13.0,J2000,0.4943,1.936,0.979,8.79,98.49,145.19,110.53,2.89,0.3659,2459898.42,2022-11-14.9,984,2.69,0.0147,5.74,2.15,3.74,1.70E-08,5.70E-09,3.20E-08,7.30E-06,5.60E-06,1.10E-05,8.40E-06,8.50E-09,1.60E-09,2.20E-05,4.40E-06,APO,Otto Matic,5836,26-03-2001,18-03-2017,292,1,0,0,0.42707
20488789,488789 (2004 XK50),488789,,,Y,Y,0,19.13,,,,,,,1.039,,0.038,,,,,,,,,0.08,32,2460200.5,60200,2023-09-13.0,J2000,0.6887,1.451,0.452,38.22,94.07,104.01,223.38,2.45,0.5637,2460442.86,2024-05-12.3,639,1.75,0.0427,16.6,3.25,4.19,2.60E-07,4.60E-09,3.80E-07,5.20E-05,1.90E-05,4.30E-05,1.70E-05,7.80E-09,2.70E-09,3.10E-05,3.10E-06,APO,Otto Matic,5123,14-12-2004,24-12-2018,164,,,0,0.60648
20489486,489486 (2007 GS3),489486,,,Y,Y,1,19.4,,,,,,,,,,3.497,,,,,,,,,123,2460200.5,60200,2023-09-13.0,J2000,0.1291,1.061,0.924,15.09,215.39,61.06,305.53,1.2,0.9016,2460260.91,2023-11-12.4,399,1.09,0.0229,8.9,3.84,5.77,4.60E-08,1.30E-09,4.80E-08,6.20E-06,7.90E-06,1.80E-05,2.10E-05,1.40E-09,1.60E-09,2.30E-05,7.20E-07,APO,Otto Matic,5021,11-04-2007,08-01-2021,623,,,0,0.43348
20490354,490354 (2009 FF19),490354,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,42,2460200.5,60200,2023-09-13.0,J2000,0.4092,1.213,0.717,0.56,84.88,244.83,192.11,1.71,0.738,2460427.99,2024-04-27.4,488,1.34,0.00423,1.65,3.65,5.17,6.30E-08,7.10E-09,7.70E-08,4.10E-06,5.30E-04,5.30E-04,1.20E-04,1.00E-08,6.50E-09,1.60E-04,4.30E-06,APO,Otto Matic,6114,12-04-2005,07-01-2022,135,,,0,0.72798
20490581,490581 (2009 WZ104),490581,,,Y,Y,0,20.85,,,,,,,0.237,,0.314,19.304,,,,,,,,0,61,2460200.5,60200,2023-09-13.0,J2000,0.1927,0.8553,0.69,9.83,263.25,10.55,293.1,1.02,1.246,2460254.19,2023-11-05.6,289,0.791,0.0293,11.4,4.04,6.87,1.10E-07,8.20E-09,9.60E-08,1.90E-05,1.10E-05,3.60E-05,8.30E-05,9.70E-09,1.80E-08,6.70E-05,4.10E-06,ATE,Otto Matic,4417,19-11-2005,23-12-2017,1188,0,1,1,0.19432
20494658,494658 (2000 UG11),494658,,,Y,Y,1,20.71,,,,,,,,,,4.44,,,,,,,,,46,2460200.5,60200,2023-09-13.0,J2000,0.5716,1.929,0.826,8.91,223.92,240.86,175.18,3.03,0.3679,2459724.28,2022-05-24.7,979,2.68,0.00931,3.62,2.22,3.68,3.20E-08,4.60E-09,6.00E-08,8.40E-06,4.50E-06,1.20E-05,1.30E-05,7.30E-09,1.30E-09,3.30E-05,3.50E-06,APO,Otto Matic,6049,21-10-2000,14-05-2017,433,3,1,0,0.40217
20494690,494690 (2004 JQ1),494690,,,Y,Y,0,20.1,,,,,,,,,,,,,,,,,,,47,2460200.5,60200,2023-09-13.0,J2000,0.45,1.194,0.656,32.83,77.05,272.67,225.86,1.73,0.7559,2460377.96,2024-03-08.4,476,1.3,0.0332,12.9,4,5.08,1.70E-07,2.90E-09,2.10E-07,3.10E-05,2.00E-05,2.50E-05,8.20E-06,4.30E-09,2.80E-09,1.10E-05,1.80E-06,APO,Otto Matic,6230,11-05-2004,01-06-2021,191,,,0,0.64045
20494697,494697 (2004 SW55),494697,,,Y,Y,0,20.77,,,,,,,,,,,,,,,,,,,46,2460200.5,60200,2023-09-13.0,J2000,0.334,1.428,0.951,8.79,75.12,352.83,10.14,1.9,0.5778,2460182.95,2023-08-26.4,623,1.71,0.032,12.4,3.41,4.62,3.80E-08,1.10E-09,5.40E-08,5.70E-06,4.30E-05,4.30E-05,7.70E-06,1.50E-09,6.70E-10,1.30E-05,7.20E-07,APO,Otto Matic,6362,24-09-2004,24-02-2022,169,,,0,0.4717
20494710,494710 (2005 MO13),494710,,,Y,Y,0,20.78,,,,,,,,,,,,,,,,,,,71,2460200.5,60200,2023-09-13.0,J2000,0.4107,0.8636,0.509,6.32,176.57,250.21,120.5,1.22,1.228,2460102.39,2023-06-06.8,293,0.803,0.0434,16.9,4.09,6.76,7.20E-07,9.70E-09,6.10E-07,1.90E-05,2.20E-04,1.80E-04,1.10E-04,1.40E-08,2.10E-08,8.90E-05,4.90E-06,ATE,Otto Matic,7293,30-06-2001,18-06-2021,304,,,1,0.41705
20494999,494999 (2010 JU39),494999,,,Y,Y,0,19.68,,,,,,,,,,30.2,,,,,,,,,38,2460200.5,60200,2023-09-13.0,J2000,0.5461,0.9191,0.417,36.21,95.17,311.37,206.72,1.42,1.118,2460337.54,2024-01-28.0,322,0.881,0.00517,2.01,4.06,6.23,1.30E-07,4.90E-09,1.20E-07,1.40E-05,2.90E-06,6.60E-06,2.20E-05,7.50E-09,8.90E-09,2.00E-05,2.60E-06,ATE,Otto Matic,5868,07-06-2003,01-07-2019,175,2,1,0,0.38641
20495187,495187 (2012 VO76),495187,,,Y,Y,0,21.05,,,,,,,,,,,,,,,,,,,32,2460200.5,60200,2023-09-13.0,J2000,0.215,1.204,0.945,36.95,229.47,297.39,334.4,1.46,0.7458,2460234.83,2023-10-17.3,483,1.32,0.0331,12.9,3.65,5.07,8.20E-08,1.20E-08,9.00E-08,2.70E-05,7.60E-06,2.00E-05,5.10E-05,1.50E-08,1.10E-08,6.90E-05,7.40E-06,APO,Otto Matic,4399,01-06-2009,17-06-2021,130,,,0,0.3888
20496005,496005 (2007 XJ16),496005,,,Y,Y,0,19.1,,,,,,,,,,,,,,,,,,,86,2460200.5,60200,2023-09-13.0,J2000,0.5563,2.258,1.002,6.23,309.08,32.96,276.75,3.51,0.2904,2460487.14,2024-06-25.6,1.24E+03,3.39,0.0261,10.1,1.93,3.39,2.40E-08,2.70E-08,5.00E-08,3.70E-06,4.70E-05,5.00E-05,9.80E-06,4.20E-08,5.30E-09,3.90E-05,2.20E-05,APO,Otto Matic,3662,05-12-2007,14-12-2017,474,,,0,0.44473
20496013,496013 (2008 EL6),496013,,,Y,Y,0,21,,,,,,,,,,,,,,,,,,,24,2460200.5,60200,2023-09-13.0,J2000,0.481,1.728,0.897,13.14,177.66,38.42,280.26,2.56,0.4338,2460384.32,2024-03-14.8,830,2.27,0.022,8.56,2.44,4,4.00E-08,6.80E-09,6.70E-08,1.10E-05,5.20E-05,4.90E-05,1.00E-05,1.00E-08,2.60E-09,2.50E-05,4.90E-06,APO,Otto Matic,3431,05-03-2008,27-07-2017,82,,,0,0.40144
20496816,496816 (1989 UP),496816,,,Y,Y,0,20.55,,,,,,,0.3,,,6.98,,,,,,,,,75,2460200.5,60200,2023-09-13.0,J2000,0.4721,1.862,0.983,3.86,53.16,17.8,101.37,2.74,0.388,2459939.24,2022-12-25.7,928,2.54,0.00551,2.15,2.59,3.85,1.60E-08,1.50E-09,3.00E-08,2.70E-06,2.80E-05,2.80E-05,2.60E-06,2.20E-09,4.70E-10,6.50E-06,1.10E-06,APO,Otto Matic,12162,27-10-1989,13-02-2023,378,0,1,0,0.42549
